Name,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13
M82,7555.369613327883,77637.93602661067,174555.09106654074,342857.462453086,397568.7596530465,441598.32739968144,462701.2563196662,468953.9759996617,386365.970226388,296222.5948397863,212852.99910651313,158923.29186655203,135215.06307990247
